query_id,reference_id
Q0716,
Q0717,
Q0718,
Q0719,
Q0720,
Q0721,R97638
Q0722,
Q0723,
Q0724,
Q0725,
Q0726,
Q0727,
Q0728,
Q0729,
Q0730,
Q0731,
Q0732,
Q0733,R15930
Q0734,R60206
Q0735,
Q0736,
Q0737,
Q0738,
Q0739,
Q0740,
Q0741,
Q0742,
Q0743,
Q0744,
Q0745,
Q0746,R52136
Q0747,
Q0748,
Q0749,R20481
Q0750,R75297
Q0751,
Q0752,
Q0753,
Q0754,
Q0755,
Q0756,R24998
Q0757,
Q0758,
Q0759,
Q0760,
Q0761,
Q0762,
Q0763,
Q0764,
Q0765,
Q0766,
Q0767,
Q0768,
Q0769,
Q0770,
Q0771,
Q0772,
Q0773,
Q0774,
Q0775,
Q0776,
Q0777,R54046
Q0778,
Q0779,
Q0780,
Q0781,
Q0782,
Q0783,
Q0784,R42604
Q0785,
Q0786,
Q0787,
Q0788,
Q0789,R84975
Q0790,
Q0791,
Q0792,
Q0793,
Q0794,R34545
Q0795,
Q0796,
Q0797,R09961
Q0798,
Q0799,R73417
Q0800,
Q0801,
Q0802,
Q0803,
Q0804,
Q0805,
Q0806,
Q0807,
Q0808,
Q0809,
Q0810,
Q0811,
Q0812,
Q0813,
Q0814,
Q0815,
Q0816,
Q0817,R74794
Q0818,
Q0819,
Q0820,
Q0821,
Q0822,
Q0823,
Q0824,
Q0825,
Q0826,
Q0827,
Q0828,R25048
Q0829,
Q0830,
Q0831,
Q0832,
Q0833,
Q0834,
Q0835,
Q0836,R46035
Q0837,
Q0838,
Q0839,
Q0840,
Q0841,
Q0842,
Q0843,
Q0844,
Q0845,R07107
Q0846,
Q0847,
Q0848,
Q0849,
Q0850,
Q0851,
Q0852,
Q0853,R41687
Q0854,
Q0855,
Q0856,
Q0857,
Q0858,
Q0859,R10724
Q0860,R83884
Q0861,
Q0862,
Q0863,
Q0864,R78091
Q0865,
Q0866,
Q0867,
Q0868,
Q0869,
Q0870,R66634
Q0871,
Q0872,
Q0873,
Q0874,
Q0875,
Q0876,
Q0877,
Q0878,
Q0879,
Q0880,R89140
Q0881,
Q0882,
Q0883,
Q0884,R09805
Q0885,
Q0886,R36758
Q0887,
Q0888,
Q0889,R40830
Q0890,
Q0891,
Q0892,R34795
Q0893,
Q0894,
Q0895,
Q0896,
Q0897,
Q0898,
Q0899,
Q0900,
Q0901,
Q0902,
Q0903,R35052
Q0904,
Q0905,
Q0906,
Q0907,
Q0908,
Q0909,
Q0910,
Q0911,
Q0912,
Q0913,
Q0914,
Q0915,
Q0916,
Q0917,
Q0918,
Q0919,
Q0920,
Q0921,
Q0922,
Q0923,R64009
Q0924,
Q0925,
Q0926,
Q0927,
Q0928,
Q0929,
Q0930,
Q0931,
Q0932,R96928
Q0933,
Q0934,R69654
Q0935,R68987
Q0936,
Q0937,R92423
Q0938,
Q0939,
Q0940,
Q0941,
Q0942,
Q0943,
Q0944,
Q0945,
Q0946,
Q0947,
Q0948,
Q0949,
Q0950,
Q0951,
Q0952,
Q0953,
Q0954,
Q0955,
Q0956,
Q0957,R89840
Q0958,
Q0959,R62752
Q0960,
Q0961,
Q0962,
Q0963,
Q0964,
Q0965,
Q0966,R62204
Q0967,R91186
Q0968,R92878
Q0969,
Q0970,
Q0971,
Q0972,
Q0973,
Q0974,
Q0975,
Q0976,R18394
Q0977,
Q0978,
Q0979,
Q0980,
Q0981,
Q0982,
Q0983,
Q0984,R94629
Q0985,R71523
Q0986,
Q0987,R91283
Q0988,
Q0989,
Q0990,
Q0991,
Q0992,
Q0993,
Q0994,
Q0995,
Q0996,
Q0997,
Q0998,
Q0999,
Q1000,
Q1001,
Q1002,R68084
Q1003,R46614
Q1004,
Q1005,
Q1006,
Q1007,
Q1008,
Q1009,
Q1010,
Q1011,
Q1012,R46210
Q1013,
Q1014,
Q1015,
Q1016,
Q1017,
Q1018,
Q1019,
Q1020,
Q1021,
Q1022,
Q1023,
Q1024,
Q1025,
Q1026,
Q1027,
Q1028,
Q1029,
Q1030,
Q1031,R49384
Q1032,
Q1033,
Q1034,
Q1035,R37380
Q1036,R31285
Q1037,
Q1038,R71623
Q1039,
Q1040,
Q1041,
Q1042,R35502
Q1043,
Q1044,
Q1045,
Q1046,R40980
Q1047,
Q1048,R94885
Q1049,
Q1050,
Q1051,
Q1052,
Q1053,
Q1054,R69337
Q1055,
Q1056,
Q1057,
Q1058,
Q1059,
Q1060,
Q1061,
Q1062,R14804
Q1063,
Q1064,
Q1065,
Q1066,
Q1067,
Q1068,
Q1069,
Q1070,
Q1071,
Q1072,
Q1073,
Q1074,
Q1075,
Q1076,
Q1077,
Q1078,
Q1079,R34368
Q1080,
Q1081,
Q1082,R39161
Q1083,
Q1084,
Q1085,
Q1086,
Q1087,
Q1088,
Q1089,R68851
Q1090,
Q1091,
Q1092,
Q1093,
Q1094,
Q1095,
Q1096,
Q1097,
Q1098,R78658
Q1099,R40611
Q1100,
Q1101,
Q1102,R10261
Q1103,
Q1104,
Q1105,
Q1106,
Q1107,
Q1108,
Q1109,
Q1110,
Q1111,R43654
Q1112,
Q1113,
Q1114,
Q1115,
Q1116,
Q1117,
Q1118,R29926
Q1119,
Q1120,
Q1121,R07857
Q1122,R95983
Q1123,R52286
Q1124,
Q1125,
Q1126,R92828
Q1127,
Q1128,
Q1129,
Q1130,
Q1131,
Q1132,R30469
Q1133,
Q1134,
Q1135,
Q1136,
Q1137,
Q1138,
Q1139,
Q1140,R94479
Q1141,
Q1142,
Q1143,R46914
Q1144,
Q1145,
Q1146,
Q1147,R30719
Q1148,
Q1149,R36626
Q1150,
Q1151,
Q1152,
Q1153,
Q1154,R61369
Q1155,
Q1156,
Q1157,
Q1158,
Q1159,
Q1160,
Q1161,
Q1162,
Q1163,
Q1164,R57421
Q1165,R81721
Q1166,
Q1167,
Q1168,
Q1169,R70206
Q1170,
Q1171,R19099
Q1172,
Q1173,
Q1174,
Q1175,R07707
Q1176,
Q1177,
Q1178,
Q1179,
Q1180,
Q1181,R79573
Q1182,
Q1183,
Q1184,
Q1185,
Q1186,
Q1187,
Q1188,
Q1189,
Q1190,R85341
Q1191,
Q1192,R46964
Q1193,
Q1194,
Q1195,
Q1196,
Q1197,
Q1198,
Q1199,
Q1200,
Q1201,
Q1202,
Q1203,
Q1204,
Q1205,
Q1206,R35152
Q1207,
Q1208,
Q1209,
Q1210,R26648
Q1211,
Q1212,
Q1213,R93652
Q1214,
Q1215,
Q1216,
Q1217,
Q1218,
Q1219,R87821
Q1220,R67084
Q1221,
Q1222,
Q1223,
Q1224,
Q1225,
Q1226,
Q1227,
Q1228,
Q1229,R87721
Q1230,
Q1231,R37291
Q1232,
Q1233,
Q1234,
Q1235,
Q1236,
Q1237,
Q1238,R96578
Q1239,
Q1240,
Q1241,
Q1242,
Q1243,
Q1244,R85541
Q1245,
Q1246,
Q1247,
Q1248,
Q1249,R93899
Q1250,R91612
Q1251,
Q1252,
Q1253,
Q1254,
Q1255,
Q1256,
Q1257,R76450
Q1258,
Q1259,R20431
Q1260,R79373
Q1261,R32734
Q1262,
Q1263,
Q1264,
Q1265,
Q1266,R91978
Q1267,
Q1268,
Q1269,
Q1270,
Q1271,
Q1272,
Q1273,
Q1274,
Q1275,
Q1276,
Q1277,
Q1278,
Q1279,
Q1280,
Q1281,R18921
Q1282,R23242
Q1283,R32016
Q1284,
Q1285,
Q1286,
Q1287,
Q1288,
Q1289,
Q1290,
Q1291,
Q1292,R14137
Q1293,
Q1294,
Q1295,
Q1296,
Q1297,
Q1298,
Q1299,R21269
Q1300,
Q1301,
Q1302,
Q1303,
Q1304,
Q1305,R26798
Q1306,
Q1307,
Q1308,R47855
Q1309,
Q1310,R72645
Q1311,
Q1312,
Q1313,
Q1314,
Q1315,
Q1316,R12037
Q1317,
Q1318,
Q1319,
Q1320,R48984
Q1321,R95127
Q1322,
Q1323,R66034
Q1324,
Q1325,
Q1326,R51423
Q1327,
Q1328,
Q1329,
Q1330,
Q1331,R24442
Q1332,R83466
Q1333,
Q1334,
Q1335,
Q1336,
Q1337,
Q1338,R20381
Q1339,
Q1340,
Q1341,
Q1342,
Q1343,
Q1344,
Q1345,
Q1346,
Q1347,
Q1348,
Q1349,
Q1350,R38114
Q1351,
Q1352,
Q1353,
Q1354,
Q1355,
Q1356,R67834
Q1357,
Q1358,
Q1359,R77701
Q1360,R73169
Q1361,
Q1362,
Q1363,
Q1364,
Q1365,
Q1366,
Q1367,
Q1368,
Q1369,R16430
Q1370,R48025
Q1371,
Q1372,
Q1373,R50951
Q1374,
Q1375,
Q1376,
Q1377,
Q1378,
Q1379,R99313
Q1380,
Q1381,
Q1382,
Q1383,
Q1384,R19249
Q1385,
Q1386,
Q1387,
Q1388,
Q1389,
Q1390,
Q1391,
Q1392,
Q1393,R85041
Q1394,
Q1395,R37480
Q1396,
Q1397,
Q1398,
Q1399,
Q1400,
Q1401,
Q1402,
Q1403,
Q1404,
Q1405,
Q1406,
Q1407,
Q1408,
Q1409,R50851
Q1410,R52831
Q1411,
Q1412,
Q1413,
Q1414,
Q1415,
Q1416,R58467
Q1417,
Q1418,
Q1419,
Q1420,
Q1421,R11124
Q1422,
Q1423,
Q1424,
Q1425,R82071
Q1426,
Q1427,R07357
Q1428,
Q1429,
Q1430,R80644
Q1431,
Q1432,
Q1433,R57053
Q1434,
Q1435,
Q1436,
Q1437,R42504
Q1438,
Q1439,
Q1440,
Q1441,
Q1442,
Q1443,
Q1444,
Q1445,R77600
Q1446,R17836
Q1447,
Q1448,
Q1449,
Q1450,
Q1451,
Q1452,R26248
Q1453,
Q1454,R75044
Q1455,
Q1456,
Q1457,
Q1458,
Q1459,
Q1460,
Q1461,
Q1462,
Q1463,
Q1464,
Q1465,
Q1466,R71273
Q1467,
Q1468,
Q1469,
Q1470,
Q1471,
Q1472,
Q1473,R23241
Q1474,
Q1475,
Q1476,
Q1477,
Q1478,R81871
Q1479,
Q1480,
Q1481,R06194
Q1482,
Q1483,
Q1484,
Q1485,R80944
Q1486,
Q1487,
Q1488,
Q1489,
Q1490,
Q1491,
Q1492,
Q1493,
Q1494,
Q1495,
Q1496,R51323
Q1497,
Q1498,
Q1499,
Q1500,
Q1501,
Q1502,
Q1503,
Q1504,
Q1505,
Q1506,R38532
Q1507,R31035
Q1508,R62004
Q1509,
Q1510,
Q1511,R58417
Q1512,
Q1513,
Q1514,R16480
Q1515,
Q1516,
Q1517,
Q1518,
Q1519,
Q1520,
Q1521,
Q1522,
Q1523,R56216
Q1524,
Q1525,
Q1526,
Q1527,
Q1528,
Q1529,
Q1530,
Q1531,
Q1532,
Q1533,R23692
Q1534,
Q1535,
Q1536,R13187
Q1537,
Q1538,
Q1539,
Q1540,R18694
Q1541,R75747
Q1542,
Q1543,
Q1544,
Q1545,
Q1546,
Q1547,
Q1548,
Q1549,
Q1550,R17986
Q1551,
Q1552,
Q1553,
Q1554,R85141
Q1555,
Q1556,R71023
Q1557,
Q1558,
Q1559,
Q1560,R45685
Q1561,
Q1562,
Q1563,
Q1564,R92078
Q1565,
Q1566,
Q1567,R62602
Q1568,
Q1569,R59256
Q1570,
Q1571,R57003
Q1572,
Q1573,
Q1574,
Q1575,
Q1576,
Q1577,
Q1578,
Q1579,R08979
Q1580,
Q1581,R18644
Q1582,
Q1583,
Q1584,
Q1585,
Q1586,
Q1587,
Q1588,
Q1589,
Q1590,
Q1591,
Q1592,R64559
Q1593,R29329
Q1594,
Q1595,
Q1596,
Q1597,
Q1598,
Q1599,R61619
Q1600,
Q1601,
Q1602,
Q1603,
Q1604,
Q1605,R98713
Q1606,
Q1607,
Q1608,
Q1609,
Q1610,R23642
Q1611,
Q1612,R97288
Q1613,R08779
Q1614,
Q1615,
Q1616,
Q1617,
Q1618,R10824
Q1619,
Q1620,
Q1621,
Q1622,
Q1623,R96528
Q1624,
Q1625,
Q1626,
Q1627,
Q1628,R18075
Q1629,
Q1630,
Q1631,R73936
Q1632,R56720
Q1633,
Q1634,
Q1635,
Q1636,R53431
Q1637,
Q1638,
Q1639,
Q1640,
Q1641,
Q1642,
Q1643,
Q1644,
Q1645,
Q1646,
Q1647,
Q1648,
Q1649,
Q1650,
Q1651,
Q1652,
Q1653,
Q1654,
Q1655,
Q1656,R19299
Q1657,R77450
Q1658,
Q1659,
Q1660,
Q1661,
Q1662,
Q1663,
Q1664,
Q1665,
Q1666,
Q1667,
Q1668,
Q1669,
Q1670,
Q1671,
Q1672,
Q1673,
Q1674,
Q1675,
Q1676,
Q1677,
Q1678,
Q1679,
Q1680,
Q1681,
Q1682,
Q1683,
Q1684,
Q1685,
Q1686,R46514
Q1687,
Q1688,
Q1689,
Q1690,
Q1691,
Q1692,
Q1693,
Q1694,
Q1695,
Q1696,
Q1697,
Q1698,
Q1699,
Q1700,R53081
Q1701,
Q1702,
Q1703,
Q1704,
Q1705,
Q1706,R60524
Q1707,
Q1708,
Q1709,R26598
Q1710,
Q1711,
Q1712,
Q1713,
Q1714,
Q1715,
Q1716,
Q1717,
Q1718,
Q1719,
Q1720,R43454
Q1721,
Q1722,
Q1723,
Q1724,
Q1725,R06607
Q1726,
Q1727,
Q1728,R90886
Q1729,R28319
Q1730,
Q1731,
Q1732,
Q1733,
Q1734,
Q1735,
Q1736,
Q1737,
Q1738,
Q1739,
Q1740,R98813
Q1741,
Q1742,
Q1743,
Q1744,
Q1745,
Q1746,
Q1747,R68704
Q1748,
Q1749,
Q1750,
Q1751,
Q1752,
Q1753,
Q1754,
Q1755,R57321
Q1756,
Q1757,
Q1758,
Q1759,R64825
Q1760,R10211
Q1761,R38832
Q1762,
Q1763,
Q1764,
Q1765,
Q1766,
Q1767,
Q1768,R16683
Q1769,
Q1770,
Q1771,R57751
Q1772,
Q1773,R88990
Q1774,
Q1775,
Q1776,
Q1777,
Q1778,R22069
Q1779,
Q1780,
Q1781,
Q1782,
Q1783,
Q1784,
Q1785,R71923
Q1786,
Q1787,
Q1788,
Q1789,
Q1790,
Q1791,
Q1792,
Q1793,R05216
Q1794,
Q1795,
Q1796,
Q1797,
Q1798,R95455
Q1799,R89890
Q1800,
Q1801,
Q1802,R51173
Q1803,
Q1804,R77400
Q1805,
Q1806,
Q1807,R93602
Q1808,
Q1809,
Q1810,
Q1811,
Q1812,
Q1813,
Q1814,
Q1815,
Q1816,
Q1817,
Q1818,
Q1819,
Q1820,
Q1821,
Q1822,
Q1823,
Q1824,
Q1825,
Q1826,
Q1827,R43304
Q1828,
Q1829,
Q1830,
Q1831,R07557
Q1832,
Q1833,R11937
Q1834,R30411
Q1835,
Q1836,
Q1837,
Q1838,
Q1839,
Q1840,
Q1841,
Q1842,
Q1843,
Q1844,
Q1845,
Q1846,R22519
Q1847,R82841
Q1848,
Q1849,
Q1850,
Q1851,
Q1852,R17183
Q1853,R19549
Q1854,
Q1855,
Q1856,R25798
Q1857,
Q1858,R54646
Q1859,R52086
Q1860,
Q1861,
Q1862,R17583
Q1863,R35002
Q1864,
Q1865,
Q1866,
Q1867,
Q1868,R31395
Q1869,R85999
Q1870,
Q1871,R31595
Q1872,
Q1873,
Q1874,R89740
Q1875,
Q1876,
Q1877,
Q1878,
Q1879,
Q1880,
Q1881,
Q1882,
Q1883,R42377
Q1884,
Q1885,R65653
Q1886,
Q1887,
Q1888,
Q1889,
Q1890,
Q1891,
Q1892,
Q1893,R58917
Q1894,
Q1895,R82171
Q1896,
Q1897,
Q1898,R92341
Q1899,
Q1900,
Q1901,
Q1902,
Q1903,
Q1904,
Q1905,
Q1906,
Q1907,
Q1908,
Q1909,
Q1910,R62302
Q1911,
Q1912,
Q1913,
Q1914,
Q1915,
Q1916,
Q1917,
Q1918,
Q1919,
Q1920,
Q1921,
Q1922,
Q1923,
Q1924,R70356
Q1925,
Q1926,
Q1927,
Q1928,
Q1929,
Q1930,
Q1931,R41587
Q1932,
Q1933,
Q1934,
Q1935,
Q1936,
Q1937,
Q1938,
Q1939,
Q1940,
Q1941,
Q1942,
Q1943,
Q1944,R46714
Q1945,
Q1946,R41330
Q1947,R28856
Q1948,R11699
Q1949,
Q1950,
Q1951,
Q1952,
Q1953,R91878
Q1954,
Q1955,
Q1956,
Q1957,R70823
Q1958,
Q1959,
Q1960,
Q1961,
Q1962,
Q1963,
Q1964,
Q1965,
Q1966,R26898
Q1967,
Q1968,
Q1969,
Q1970,
Q1971,
Q1972,
Q1973,
Q1974,
Q1975,
Q1976,
Q1977,
Q1978,
Q1979,
Q1980,
Q1981,
Q1982,
Q1983,
Q1984,
Q1985,
Q1986,
Q1987,
Q1988,
Q1989,R25748
Q1990,
Q1991,
Q1992,
Q1993,
Q1994,
Q1995,R49084
Q1996,
Q1997,R13237
Q1998,
Q1999,
Q2000,
Q2001,
Q2002,
Q2003,
Q2004,
Q2005,
Q2006,
Q2007,
Q2008,
Q2009,
Q2010,
Q2011,
Q2012,
Q2013,
Q2014,
Q2015,
Q2016,
Q2017,
Q2018,
Q2019,
Q2020,
Q2021,R82941
Q2022,
Q2023,
Q2024,
Q2025,
Q2026,
Q2027,
Q2028,
Q2029,
Q2030,
Q2031,
Q2032,R72423
Q2033,
Q2034,
Q2035,R45203
Q2036,
Q2037,
Q2038,
Q2039,
Q2040,
Q2041,
Q2042,
Q2043,R03682
Q2044,
Q2045,
Q2046,R97178
Q2047,
Q2048,
Q2049,
Q2050,
Q2051,
Q2052,
Q2053,
Q2054,
Q2055,
Q2056,
Q2057,R54446
Q2058,
Q2059,
Q2060,R44953
Q2061,
Q2062,
Q2063,
Q2064,R52781
Q2065,
Q2066,
Q2067,
Q2068,
Q2069,R36125
Q2070,
Q2071,
Q2072,
Q2073,R47316
Q2074,
Q2075,R77851
Q2076,
Q2077,
Q2078,
Q2079,
Q2080,
Q2081,
Q2082,R51886
Q2083,
Q2084,
Q2085,
Q2086,
Q2087,
Q2088,
Q2089,
Q2090,R11024
Q2091,R52557
Q2092,
Q2093,
Q2094,
Q2095,R53896
Q2096,
Q2097,R52436
Q2098,
Q2099,
Q2100,
Q2101,
Q2102,
Q2103,
Q2104,R60156
Q2105,
Q2106,R47805
Q2107,R15980
Q2108,
Q2109,
Q2110,
Q2111,R65353
Q2112,
Q2113,
Q2114,
Q2115,
Q2116,
Q2117,R27476
Q2118,
Q2119,
Q2120,
Q2121,
Q2122,
Q2123,
